category,text
ham,"Are you going to wipro interview today?"
ham,"how tall are you princess?"
ham,"I doubt you could handle 5 times per night in any case..."
ham,"Haha... Hope ü can hear the receipt sound... Gd luck!"
ham,"Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me."
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,"Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?"
ham,"In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,"I want to be there so i can kiss you and feel you next to me"
ham,"I am not at all happy with what you saying or doing"
spam,"Adult 18 Content Your video will be with you shortly"
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,"What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother"
ham,"He says hi and to get your ass back to south tampa (preferably at a kegger)"
ham,"Smith waste da.i wanna gayle."
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,"I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?"
ham,"See you there!"
ham,"I dont understand your message."
ham,"Crucify is c not s. You should have told me earlier."
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,"Fuck cedar key and fuck her (come over anyway tho)"
ham,"twenty past five he said will this train have been to durham,"already or not coz i am in a reserved seat"
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,"U still painting ur wall?"
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,"Printer is cool. I mean groovy. Wine is groovying"
ham,"Hi Harish's rent has been transfred to ur Acnt."
ham,"Anything lor is she coming?"
ham,"Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good."
ham,"Ü still attending da talks?"
ham,"No probs hon! How u doinat the mo?"
ham,"K I'll take care of it"
ham,"I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?"
ham,"My battery is low babe"
ham,"Shuhui has bought ron's present it's a swatch watch..."
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,"Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?"
ham,"K I'll be sure to get up before noon and see what's what"
ham,"K...k...yesterday i was in cbe ."
ham,"Went to ganesh dress shop"
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,"Ü collecting ur laptop then going to configure da settings izzit?"
ham,"If you r @ home then come down within 5 min"
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,"Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house"
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
ham,"Tell me pa. How is pain de."
ham,"HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG"
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,"Helloooo... Wake up..! Sweet morning welcomes You Enjoy This Day with full of joy.. GUD MRNG."
ham,"ALRITE"
ham,"Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow."
spam,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"
ham,"How do you guys go to see movies on your side."
ham,"Sorry,in meeting I'll call later"
ham,"You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs"
ham,"Kindly send some one to our flat before  &lt;DECIMAL&gt;  today."
spam,"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info"
ham,"Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today..."
ham,"What time should I tell my friend to be around?"
ham,"Yes. that will be fine. Love you. Be safe."
ham,"Thanks chikku..:-) gud nyt:-*"
ham,"Is xy in ur car when u picking me up?"
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,"Yo, any way we could pick something up tonight?"
ham,"I've not sent it. He can send me."
ham,"Fine am simply sitting."
ham,"Thts god's gift for birds as humans hav some natural gift frm god.."
ham,"Are you coming to day for class."
ham,"Im done. Just studyn in library"
ham,"Ok... U enjoy ur shows..."
ham,"Anything..."
ham,"Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx"
ham,"Wat's my dear doing? Sleeping ah?"
ham,"Hi' Test on  &lt;#&gt; rd ...."
ham,"Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr."
ham,"Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
ham,"Yup n her fren lor. I'm meeting my fren at 730."
ham,"Yeah, we got one lined up for us"
ham,"And stop wondering wow is she ever going to stop tm'ing me ?! because I will tm you whenever I want because you are MINE ... *laughs*"
ham,"Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me."
ham,"Hey i've booked the pilates and yoga lesson already... Haha"
ham,"Are you ok. What happen to behave like this"
spam,"You have 1 new message. Please call 08712400200."
ham,"My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
ham,"No message..no responce..what happend?"
spam,"We currently have a message awaiting your collection. To collect your message just call 08718723815."
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,"make that 3! 4 fucks sake?! x"
ham,"Leave it. U will always be ignorant."
ham,"Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)"
ham,"at bruce b downs &amp; fletcher now"
ham,"Where are you ? You said you would be here when I woke ... :-("
ham,"Hey now am free you can call me."
ham,"Tell me whos this pls:-)"
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,"Id have to check but there's only like 1 bowls worth left"
ham,"Yes there were many sweets"
ham,"I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed."
spam,"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"
ham,"Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?"
ham,"Sir send to group mail check it."
ham,"I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages.."
ham,"NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"
ham,"You dont know you jabo me abi."
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,"Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
ham,"Are you being good, baby? :)"
ham,"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;"
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"Ma head dey swell oh. Thanks for making my day"
ham,"U should make a fb list"
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:if it is made by my students,this wont even start........ Datz confidence.."
ham,"Sary just need Tim in the bollox &it hurt him a lot so he tol me!"
ham,"Happy New Year Princess!"
ham,"I'll text carlos and let you know, hang on"
ham,"Don't worry, * is easy once have ingredients!"
ham,"I love u 2 my little pocy bell I am sorry but I love u"
ham,"Ok omw now, you at castor?"
ham,"Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,"What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor.."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear"
ham,"Tonight? Yeah, I'd be down for that"
ham,"What should i eat fo lunch senor"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
ham,"No break time one... How... I come out n get my stuff fr ü?"
spam,"Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,"Do you still have the grinder?"
spam,"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"K.i did't see you.:)k:)where are you now?"
ham,"So i'm doing a list of buyers."
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,"Mm not entirely sure i understood that text but hey. Ho. Which weekend?"
ham,"They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
ham,"Don know..he is watching film in computer.."
ham,"No b4 Thursday"
ham,"Oh, then your phone phoned me but it disconnected"
ham,"Id onluy matters when getting on from offcampus"
spam,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only"
ham,"Excellent, I'll see what riley's plans are"
ham,"I will see in half an hour"
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,"Ew are you one of them?"
ham,"Also hi wesley how've you been"
ham,"Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"
ham,"Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)"
ham,"Hm good morning, headache anyone? :-)"
ham,"Yeah no probs - last night is obviously catching up with you... Speak soon"
spam,"FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"
ham,"I might go 2 sch. Yar at e salon now v boring."
ham,"&lt;#&gt;  mins but i had to stop somewhere first."
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,"One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -"
ham,"I didn't get the second half of that message"
ham,"Wat time do u wan 2 meet me later?"
ham,"I thank you so much for all you do with selflessness. I love you plenty."
ham,"Am in film ill call you later."
ham,"How dare you change my ring"
ham,"You are a very very very very bad girl. Or lady."
ham,"I love ya too but try and budget your money better babe. Gary would freak on me if he knew"
ham,"What part of don't initiate don't you understand"
ham,"I finished my lunch already. U wake up already?"
ham,"You still at the game?"
ham,"You have got tallent but you are wasting."
ham,"What is your record for one night? :)"
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,"gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number."
ham,"Jokin only lar... :-) depends on which phone my father can get lor..."
ham,"Aight, lemme know what's up"
ham,"Get ready for  &lt;#&gt;  inches of pleasure..."
ham,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
ham,";-) ok. I feel like john lennon."
ham,"Cos darren say ü considering mah so i ask ü..."
ham,"You are not bothering me but you have to trust my answers. Pls."
ham,"Wishing you and your family Merry X mas and HAPPY NEW Year in advance.."
ham,"One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt.."
ham,"Aight what time you want me to come up?"
ham,"Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?"
ham,"Your bill at 3 is £33.65 so thats not bad!"
ham,"Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,"So how's the weather over there?"
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
ham,"Die... Now i have e toot fringe again..."
ham,"Lol they don't know about my awesome phone. I could click delete right now if I want."
ham,"Ok"
ham,"Awesome question with a cute answer: Someone asked a boy how is ur life? . . He smiled &amp; answered: . . She is fine! Gudnite"
ham,"Please leave this topic..sorry for telling that.."
ham,"Pls send me the correct name da."
ham,"What happened to our yo date?"
spam,"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+"
ham,"Webpage s not available!"
ham,"Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/"
spam,"You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,"K..k...from tomorrow onwards started ah?"
ham,"What u talking bout early morning? It's almost noon where your at!"
ham,"Fine. Do you remember me."
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,"Ok. How many should i buy."
ham,"Sounds good, keep me posted"
spam,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021."
ham,"Ok. So april. Cant wait"
ham,"Boy you best get yo ass out here quick"
ham,"Ay wana meet on sat?ü wkg on sat?"
ham,"I'm now but have to wait till 2 for the bus to pick me."
ham,"Apart from the one i told you about yesterday?"
ham,"Ok lor... But buy wat?"
ham,"Somebody should go to andros and steal ice"
ham,"Don know. I did't msg him recently."
ham,"Take us out shopping and Mark will distract Isaiah.=D"
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,"There is no sense in my foot and penis."
ham,"Okay but i thought you were the expert"
ham,"*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?"
ham,"S.s:)i thinl role is like sachin.just standing. Others have to hit."
ham,"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola"
ham,"And very importantly, all we discuss is between u and i only."
ham,"K..k:)how about your training process?"
ham,"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?"
ham,"In da car park"
ham,"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ..."
ham,"So i asked how's anthony. Dad. And your bf"
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,"What Today-sunday..sunday is holiday..so no work.."
ham,"Am going to take bath ill place the key in window:-)"
spam,"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323"
ham,"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful..."
ham,"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that."
ham,"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;"
ham,"Yo, you at jp and hungry like a mofo?"
ham,"This is all just creepy and crazy to me."
ham,"Ok... I din get ur msg..."
ham,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
ham,"Pathaya enketa maraikara pa'"
ham,"Even if he my friend he is a priest call him now"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,"That's y i said it's bad dat all e gals know u... Wat u doing now?"
ham,"Or remind me in a few hrs."
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks"
ham,"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?"
ham,"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog."
spam,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412"
ham,"Short But Cute :  Be a good person , but dont try to prove ..... Gud mrng..."
ham,"Just haven't decided where yet eh ?"
ham,"Wat time liao, where still got."
ham,"Yes watching footie but worried we're going to blow it - Phil Neville?"
ham,"I wait 4 ü inside da car park..."
ham,"Uncle Abbey! Happy New Year. Abiola"
ham,"Now am free call me pa."
ham,"R u saying i should re order the slippers cos i had to pay for returning it."
ham,"Stop knowing me so well!"
ham,"Good evening! this is roger. How are you?"
ham,"Small problem in auction:)punj now asking tiwary"
spam,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
ham,"He telling not to tell any one. If so treat for me hi hi hi"
ham,"My uncles in Atlanta. Wish you guys a great semester."
spam,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+"
ham,"U coming 2 pick me?"
ham,"Thats cool. i liked your photos. You are very sexy!"
ham,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked"
ham,"Haha better late than ever, any way I could swing by?"
ham,"Ok. But i finish at 6."
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,"I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!"
ham,"So no messages. Had food?"
ham,"Ok going to sleep. Hope i can meet her."
ham,"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!"
ham,"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks"
ham,"You're right I have now that I think about it"
ham,"Wat r u doing now?"
ham,"Is ur lecture over?"
spam,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP"
ham,"Customer place i will call you"
ham,"Not planned yet :)going to join company on jan 5 only.don know what will happen after that."
ham,"Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)"
ham,"Haha I heard that, text me when you're around"
ham,"I.ll get there tomorrow and send it to you"
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,"Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night"
ham,"CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX."
ham,"Sorry,  in meeting I'll call you later"
ham,"Yo! Howz u? girls never rang after india. L"
ham,"Yeah but which is worse for i"
spam,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX"
ham,"I tagged MY friends that you seemed to count as YOUR friends."
spam,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"
ham,"Ok..."
ham,"Long time. You remember me today."
ham,"Havent shopping now lor i juz arrive only"
ham,"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE"
ham,"Are you up for the challenge? I know i am :)"
ham,"How much did ur hdd casing cost."
ham,"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie"
ham,"I can't describe how lucky you are that I'm actually awake by noon"
spam,"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,"Cheers for the card ... Is it that time of year already?"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Ugh hopefully the asus ppl dont randomly do a reformat."
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Mah b, I'll pick it up tomorrow"
ham,"Still otside le..u come 2morrow maga.."
ham,"Do u still have plumbers tape and a wrench we could borrow?"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,"It vl bcum more difficult.."
spam,"UR GOING 2 BAham,S! CallFREEFONE 08081560665 and speak to a live operator to claim either Baham,s cruise of£2000 CASH 18+only. To opt out txt X to 07786200117"
ham,"Havent still waitin as usual... Ü come back sch oredi?"
ham,"In meeting da. I will call you"
ham,"K k :-):-) then watch some films."
ham,"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30."
ham,"There the size of elephant tablets & u shove um up ur ass!!"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair."
ham,"Good morning pookie pie! Lol hope I didn't wake u up"
ham,"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM."
ham,"Happy birthday to you....dear.with lots of love.rakhesh NRI"
ham,"Howz that persons story"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,"X2  &lt;#&gt; . Are you going to get that"
ham,"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning"
spam,"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub"
ham,"Is ur paper today in e morn or aft?"
ham,"I will lick up every drop :) are you ready to use your mouth as well?"
ham,"And you! Will expect you whenever you text! Hope all goes well tomo"
ham,"Great. P diddy is my neighbor and comes for toothpaste every morning"
ham,"I av a new number,  . Wil u only use this one,ta."
ham,"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi."
ham,"7 lor... Change 2 suntec... Wat time u coming?"
ham,"No de.am seeing in online shop so that i asked."
ham,"Just curious because my cuz asked what I was up to"
ham,"Nice.nice.how is it working?"
ham,"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?"
ham,"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again"
ham,"She's good. How are you. Where r u working now"
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,"At home also."
ham,"This phone has the weirdest auto correct."
ham,"Oops my phone died and I didn't even know. Yeah I like it better."
ham,"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,"We got a divorce. Lol. She.s here"
ham,"What's ur pin?"
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,"I want snow. It's just freezing and windy."
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only"
ham,"Come to mahal bus stop.. &lt;DECIMAL&gt;"
ham,"Don know:)this week i'm going to tirunelvai da."
ham,"Me too baby! I promise to treat you well! I bet you will take good care of me..."
